0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
17597 0 49,2 50,2 51,2 51,3 51,4 52,4 52,3 53,3
17598 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,3
17599 0 47,2 48,2 49,2 50,2 51,2 51,3 51,4 52,4
17600 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,5
17601 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,5
17602 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,5
17603 0 47,2 48,2 49,2 50,2 51,2 51,3 51,4 52,4
17604 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,3
17605 0 47,2 48,2 49,2 50,2 51,2 51,3 51,4 52,4
17606 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,5
17607 0 49,2 50,2 51,2 51,3 51,4 52,4 52,5 53,5
17608 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,5
17609 0 47,2 48,2 49,2 50,2 51,2 51,3 51,4 52,4
17610 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,3
17611 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 52,3
17612 0 47,2 48,2 49,2 50,2 51,2 51,3 51,4 52,4
17613 0 48,2 49,2 50,2 51,2 51,3 51,4 52,4 53,4
17614 0 47,2 48,2 49,2 50,2 51,2 51,3 51,4 52,4
17615 0 47,3 47,2 48,2 49,2 50,2 51,2 51,3 51,4
17616 0 48,3 47,3 47,2 48,2 49,2 50,2 51,2 51,3
17617 0 48,3 47,3 47,2 48,2 49,2 50,2 51,2 51,3
17618 0 48,3 47,3 47,2 48,2 49,2 50,2 51,2 51,3
17619 0 47,3 47,2 48,2 49,2 50,2 51,2 51,3 50,3
17620 0 47,3 47,2 48,2 49,2 50,2 51,2 51,3 50,3
17621 0 47,4 47,3 47,2 48,2 49,2 50,2 51,2 51,3
17622 0 47,5 47,4 47,3 47,2 48,2 49,2 50,2 51,2
17623 0 47,4 47,3 47,2 48,2 49,2 50,2 51,2 51,1
17624 0 47,3 47,2 48,2 49,2 50,2 51,2 51,1 51,0
17625 0 47,2 48,2 49,2 50,2 51,2 51,1 51,0 51,-1
17626 0 47,2 48,2 49,2 50,2 51,2 51,1 51,0 51,-1
17627 0 47,2 48,2 49,2 50,2 51,2 51,1 51,0 51,-1
17628 0 46,2 47,2 48,2 49,2 50,2 51,2 51,1 51,0
17629 0 46,3 46,2 47,2 48,2 49,2 50,2 51,2 51,1
17630 0 46,2 47,2 48,2 49,2 50,2 51,2 51,1 50,1
17631 0 46,2 47,2 48,2 49,2 50,2 51,2 51,1 50,1
17632 0 46,2 47,2 48,2 49,2 50,2 51,2 51,1 50,1
17633 0 47,2 48,2 49,2 50,2 51,2 51,1 50,1 50,0
17634 0 47,2 48,2 49,2 50,2 51,2 51,1 50,1 50,0
17635 0 48,2 49,2 50,2 51,2 51,1 50,1 50,0 51,0
17636 0 49,2 50,2 51,2 51,1 50,1 50,0 51,0 52,0
17637 0 49,3 49,2 50,2 51,2 51,1 50,1 50,0 51,0
17638 0 49,2 50,2 51,2 51,1 50,1 50,0 51,0 52,0
17639 0 49,2 50,2 51,2 51,1 50,1 50,0 51,0 52,0
17640 0 50,2 51,2 51,1 50,1 50,0 51,0 52,0 52,1
17641 0 50,2 51,2 51,1 50,1 50,0 51,0 52,0 52,1
17642 0 49,2 50,2 51,2 51,1 50,1 50,0 51,0 52,0
17643 0 49,3 49,2 50,2 51,2 51,1 50,1 50,0 51,0
17644 0 49,2 50,2 51,2 51,1 50,1 50,0 51,0 52,0
17645 0 48,2 49,2 50,2 51,2 51,1 50,1 50,0 51,0
17646 0 48,2 49,2 50,2 51,2 51,1 50,1 50,0 51,0
17647 0 48,2 49,2 50,2 51,2 51,1 50,1 50,0 51,0
17648 0 48,2 49,2 50,2 51,2 51,1 50,1 50,0 51,0
17649 0 48,1 48,2 49,2 50,2 51,2 51,1 50,1 50,0
17650 0 48,1 48,2 49,2 50,2 51,2 51,1 50,1 50,0
17651 0 49,1 48,1 48,2 49,2 50,2 51,2 51,1 50,1
17652 0 48,1 48,2 49,2 50,2 51,2 51,1 50,1 49,1
17653 0 48,1 48,2 49,2 50,2 51,2 51,1 50,1 49,1
17654 0 48,2 49,2 50,2 51,2 51,1 50,1 49,1 49,0
17655 0 48,2 49,2 50,2 51,2 51,1 50,1 49,1 49,0
17656 0 49,2 50,2 51,2 51,1 50,1 49,1 49,0 48,0
17657 0 50,2 51,2 51,1 50,1 49,1 49,0 48,0 48,1
17658 0 50,2 51,2 51,1 50,1 49,1 49,0 48,0 48,1
17659 0 50,2 51,2 51,1 50,1 49,1 49,0 48,0 48,1
17660 0 50,2 51,2 51,1 50,1 49,1 49,0 48,0 48,1
17661 0 51,2 51,1 50,1 49,1 49,0 48,0 48,1 48,2
17662 0 51,1 50,1 49,1 49,0 48,0 48,1 48,2 47,2
17663 0 51,2 51,1 50,1 49,1 49,0 48,0 48,1 48,2
17664 0 51,1 50,1 49,1 49,0 48,0 48,1 48,2 48,3
17665 0 51,1 50,1 49,1 49,0 48,0 48,1 48,2 48,3
17666 0 51,1 50,1 49,1 49,0 48,0 48,1 48,2 48,3
17667 0 50,1 49,1 49,0 48,0 48,1 48,2 48,3 48,4
17668 0 49,1 49,0 48,0 48,1 48,2 48,3 48,4 47,4
17669 0 49,0 48,0 48,1 48,2 48,3 48,4 47,4 46,4
17670 0 48,0 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17671 0 48,0 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17672 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 47,3
17673 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17674 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17675 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17676 0 50,1 49,1 48,1 48,2 48,3 48,4 47,4 46,4
17677 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 45,4
17678 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 45,4
17679 0 49,2 49,1 48,1 48,2 48,3 48,4 47,4 46,4
17680 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17681 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 45,3
17682 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 45,3
17683 0 48,0 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17684 0 47,0 48,0 48,1 48,2 48,3 48,4 47,4 46,4
17685 0 48,0 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17686 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 46,2
17687 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 46,2
17688 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 46,2
17689 0 48,0 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17690 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 47,3
17691 0 48,0 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17692 0 48,0 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17693 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 46,2
17694 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 46,2
17695 0 48,1 48,2 48,3 48,4 47,4 46,4 46,3 46,2
17696 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17697 0 49,2 49,1 48,1 48,2 48,3 48,4 47,4 46,4
17698 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17699 0 49,0 49,1 48,1 48,2 48,3 48,4 47,4 46,4
17700 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,3
17701 0 50,1 49,1 48,1 48,2 48,3 48,4 47,4 46,4
17702 0 49,1 48,1 48,2 48,3 48,4 47,4 46,4 46,5
17703 0 48,1 48,2 48,3 48,4 47,4 46,4 46,5 45,5
17704 0 48,1 48,2 48,3 48,4 47,4 46,4 46,5 45,5
17705 0 48,1 48,2 48,3 48,4 47,4 46,4 46,5 45,5
17706 0 48,2 48,3 48,4 47,4 46,4 46,5 45,5 45,6
17707 0 49,2 48,2 48,3 48,4 47,4 46,4 46,5 45,5
17708 0 49,3 49,2 48,2 48,3 48,4 47,4 46,4 46,5
17709 0 50,3 49,3 49,2 48,2 48,3 48,4 47,4 46,4
17710 0 50,4 50,3 49,3 49,2 48,2 48,3 48,4 47,4
17711 0 51,4 50,4 50,3 49,3 49,2 48,2 48,3 48,4
17712 0 50,4 50,3 49,3 49,2 48,2 48,3 48,4 48,5
17713 0 50,5 50,4 50,3 49,3 49,2 48,2 48,3 48,4
17714 0 50,5 50,4 50,3 49,3 49,2 48,2 48,3 48,4
17715 0 49,5 50,5 50,4 50,3 49,3 49,2 48,2 48,3
17716 0 49,4 49,5 50,5 50,4 50,3 49,3 49,2 48,2
17717 0 49,4 49,5 50,5 50,4 50,3 49,3 49,2 48,2
17718 0 49,4 49,5 50,5 50,4 50,3 49,3 49,2 48,2
17719 0 49,5 50,5 50,4 50,3 49,3 49,2 48,2 48,1
17720 0 48,5 49,5 50,5 50,4 50,3 49,3 49,2 48,2
17721 0 48,5 49,5 50,5 50,4 50,3 49,3 49,2 48,2
17722 0 49,5 50,5 50,4 50,3 49,3 49,2 48,2 47,2
17723 0 50,5 50,4 50,3 49,3 49,2 48,2 47,2 47,3
17724 0 50,4 50,3 49,3 49,2 48,2 47,2 47,3 48,3
17725 0 50,4 50,3 49,3 49,2 48,2 47,2 47,3 48,3
17726 0 50,4 50,3 49,3 49,2 48,2 47,2 47,3 48,3
17727 0 50,4 50,3 49,3 49,2 48,2 47,2 47,3 48,3
17728 0 50,4 50,3 49,3 49,2 48,2 47,2 47,3 48,3
17729 0 50,4 50,3 49,3 49,2 48,2 47,2 47,3 48,3
17730 0 49,4 50,4 50,3 49,3 49,2 48,2 47,2 47,3
17731 0 49,4 50,4 50,3 49,3 49,2 48,2 47,2 47,3
17732 0 49,4 50,4 50,3 49,3 49,2 48,2 47,2 47,3
17733 0 48,4 49,4 50,4 50,3 49,3 49,2 48,2 47,2
17734 0 47,4 48,4 49,4 50,4 50,3 49,3 49,2 48,2
17735 0 47,4 48,4 49,4 50,4 50,3 49,3 49,2 48,2
17736 0 48,4 49,4 50,4 50,3 49,3 49,2 48,2 48,3
17737 0 48,5 48,4 49,4 50,4 50,3 49,3 49,2 48,2
17738 0 48,5 48,4 49,4 50,4 50,3 49,3 49,2 48,2
17739 0 48,5 48,4 49,4 50,4 50,3 49,3 49,2 48,2
17740 0 48,5 48,4 49,4 50,4 50,3 49,3 49,2 48,2
17741 0 48,6 48,5 48,4 49,4 50,4 50,3 49,3 49,2
17742 0 48,7 48,6 48,5 48,4 49,4 50,4 50,3 49,3
17743 0 48,7 48,6 48,5 48,4 49,4 50,4 50,3 49,3
17744 0 48,7 48,6 48,5 48,4 49,4 50,4 50,3 49,3
17745 0 47,7 48,7 48,6 48,5 48,4 49,4 50,4 50,3
17746 0 47,7 48,7 48,6 48,5 48,4 49,4 50,4 50,3
17747 0 48,7 48,6 48,5 48,4 49,4 50,4 50,3 50,2
17748 0 49,7 48,7 48,6 48,5 48,4 49,4 50,4 50,3
17749 0 48,7 48,6 48,5 48,4 49,4 50,4 50,3 49,3
17750 0 48,7 48,6 48,5 48,4 49,4 50,4 50,3 49,3
17751 0 48,6 48,5 48,4 49,4 50,4 50,3 49,3 49,2
17752 0 49,6 48,6 48,5 48,4 49,4 50,4 50,3 49,3
17753 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 50,3
17754 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 50,3
17755 0 50,7 49,7 49,6 48,6 48,5 48,4 49,4 50,4
17756 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 50,5
17757 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 50,5
17758 0 49,6 48,6 48,5 48,4 49,4 50,4 50,5 51,5
17759 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 50,5
17760 0 49,6 48,6 48,5 48,4 49,4 50,4 50,5 49,5
17761 0 50,6 49,6 48,6 48,5 48,4 49,4 50,4 50,5
17762 0 50,6 49,6 48,6 48,5 48,4 49,4 50,4 50,5
17763 0 51,6 50,6 49,6 48,6 48,5 48,4 49,4 50,4
17764 0 50,6 49,6 48,6 48,5 48,4 49,4 50,4 51,4
17765 0 49,6 48,6 48,5 48,4 49,4 50,4 51,4 52,4
17766 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 51,4
17767 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 51,4
17768 0 49,6 48,6 48,5 48,4 49,4 50,4 51,4 51,5
17769 0 49,5 49,6 48,6 48,5 48,4 49,4 50,4 51,4
17770 0 49,6 48,6 48,5 48,4 49,4 50,4 51,4 52,4
17771 0 48,6 48,5 48,4 49,4 50,4 51,4 52,4 53,4
17772 0 48,6 48,5 48,4 49,4 50,4 51,4 52,4 53,4
17773 0 49,6 48,6 48,5 48,4 49,4 50,4 51,4 52,4
17774 0 49,6 48,6 48,5 48,4 49,4 50,4 51,4 52,4
17775 0 49,6 48,6 48,5 48,4 49,4 50,4 51,4 52,4
17776 0 49,7 49,6 48,6 48,5 48,4 49,4 50,4 51,4
17777 0 49,8 49,7 49,6 48,6 48,5 48,4 49,4 50,4
17778 0 48,8 49,8 49,7 49,6 48,6 48,5 48,4 49,4
17779 0 48,8 49,8 49,7 49,6 48,6 48,5 48,4 49,4
17780 0 47,8 48,8 49,8 49,7 49,6 48,6 48,5 48,4
17781 0 47,8 48,8 49,8 49,7 49,6 48,6 48,5 48,4
17782 0 48,8 49,8 49,7 49,6 48,6 48,5 48,4 47,4
17783 0 48,9 48,8 49,8 49,7 49,6 48,6 48,5 48,4
17784 0 48,8 49,8 49,7 49,6 48,6 48,5 48,4 49,4
17785 0 48,7 48,8 49,8 49,7 49,6 48,6 48,5 48,4
17786 0 48,8 49,8 49,7 49,6 48,6 48,5 48,4 47,4
17787 0 49,8 49,7 49,6 48,6 48,5 48,4 47,4 47,5
17788 0 49,7 49,6 48,6 48,5 48,4 47,4 47,5 46,5
17789 0 49,6 48,6 48,5 48,4 47,4 47,5 46,5 46,4
17790 0 49,7 49,6 48,6 48,5 48,4 47,4 47,5 46,5
17791 0 49,8 49,7 49,6 48,6 48,5 48,4 47,4 47,5
17792 0 49,7 49,6 48,6 48,5 48,4 47,4 47,5 46,5
17793 0 49,6 48,6 48,5 48,4 47,4 47,5 46,5 46,6
17794 0 48,6 48,5 48,4 47,4 47,5 46,5 46,6 45,6
17795 0 48,5 48,4 47,4 47,5 46,5 46,6 45,6 45,7
17796 0 48,5 48,4 47,4 47,5 46,5 46,6 45,6 45,7
17797 0 48,4 47,4 47,5 46,5 46,6 45,6 45,7 46,7
17798 0 49,4 48,4 47,4 47,5 46,5 46,6 45,6 45,7
17799 0 49,3 49,4 48,4 47,4 47,5 46,5 46,6 45,6
17800 0 49,4 48,4 47,4 47,5 46,5 46,6 45,6 44,6
17801 0 48,4 47,4 47,5 46,5 46,6 45,6 44,6 44,7
17802 0 48,4 47,4 47,5 46,5 46,6 45,6 44,6 44,7
17803 0 48,5 48,4 47,4 47,5 46,5 46,6 45,6 44,6
17804 0 48,4 47,4 47,5 46,5 46,6 45,6 44,6 44,5
17805 0 47,4 47,5 46,5 46,6 45,6 44,6 44,5 43,5
17806 0 47,5 46,5 46,6 45,6 44,6 44,5 43,5 42,5
17807 0 48,5 47,5 46,5 46,6 45,6 44,6 44,5 43,5
17808 0 47,5 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17809 0 46,5 46,6 45,6 44,6 44,5 43,5 43,6 43,7
17810 0 46,6 45,6 44,6 44,5 43,5 43,6 43,7 43,8
17811 0 46,6 45,6 44,6 44,5 43,5 43,6 43,7 43,8
17812 0 46,5 46,6 45,6 44,6 44,5 43,5 43,6 43,7
17813 0 47,5 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17814 0 47,5 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17815 0 46,5 46,6 45,6 44,6 44,5 43,5 43,6 43,7
17816 0 46,4 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17817 0 46,4 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17818 0 46,4 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17819 0 47,4 46,4 46,5 46,6 45,6 44,6 44,5 43,5
17820 0 47,3 47,4 46,4 46,5 46,6 45,6 44,6 44,5
17821 0 47,3 47,4 46,4 46,5 46,6 45,6 44,6 44,5
17822 0 47,3 47,4 46,4 46,5 46,6 45,6 44,6 44,5
17823 0 47,3 47,4 46,4 46,5 46,6 45,6 44,6 44,5
17824 0 47,4 46,4 46,5 46,6 45,6 44,6 44,5 43,5
17825 0 46,4 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17826 0 46,5 46,6 45,6 44,6 44,5 43,5 43,6 43,7
17827 0 47,5 46,5 46,6 45,6 44,6 44,5 43,5 43,6
17828 0 47,6 47,5 46,5 46,6 45,6 44,6 44,5 43,5
17829 0 47,7 47,6 47,5 46,5 46,6 45,6 44,6 44,5
17830 0 47,7 47,6 47,5 46,5 46,6 45,6 44,6 44,5
17831 0 47,7 47,6 47,5 46,5 46,6 45,6 44,6 44,5
17832 0 47,6 47,5 46,5 46,6 45,6 44,6 44,5 43,5
17833 0 47,5 46,5 46,6 45,6 44,6 44,5 43,5 42,5
17834 0 46,5 46,6 45,6 44,6 44,5 43,5 42,5 42,4
17835 0 46,4 46,5 46,6 45,6 44,6 44,5 43,5 42,5
17836 0 45,4 46,4 46,5 46,6 45,6 44,6 44,5 43,5
17837 0 46,4 46,5 46,6 45,6 44,6 44,5 43,5 43,4
17838 0 46,3 46,4 46,5 46,6 45,6 44,6 44,5 43,5
17839 0 46,4 46,5 46,6 45,6 44,6 44,5 43,5 42,5
17840 0 46,5 46,6 45,6 44,6 44,5 43,5 42,5 42,6
17841 0 46,6 45,6 44,6 44,5 43,5 42,5 42,6 42,7
17842 0 46,7 46,6 45,6 44,6 44,5 43,5 42,5 42,6
17843 0 46,6 45,6 44,6 44,5 43,5 42,5 42,6 42,7
17844 0 46,7 46,6 45,6 44,6 44,5 43,5 42,5 42,6
17845 0 46,7 46,6 45,6 44,6 44,5 43,5 42,5 42,6
17846 0 45,7 46,7 46,6 45,6 44,6 44,5 43,5 42,5
17847 0 45,7 46,7 46,6 45,6 44,6 44,5 43,5 42,5
17848 0 46,7 46,6 45,6 44,6 44,5 43,5 42,5 42,6
17849 0 47,7 46,7 46,6 45,6 44,6 44,5 43,5 42,5
17850 0 47,6 47,7 46,7 46,6 45,6 44,6 44,5 43,5
17851 0 47,7 46,7 46,6 45,6 44,6 44,5 43,5 43,6
17852 0 47,7 46,7 46,6 45,6 44,6 44,5 43,5 43,6
17853 0 47,7 46,7 46,6 45,6 44,6 44,5 43,5 43,6
17854 0 46,7 46,6 45,6 44,6 44,5 43,5 43,6 43,7
17855 0 46,6 45,6 44,6 44,5 43,5 43,6 43,7 44,7
17856 0 46,7 46,6 45,6 44,6 44,5 43,5 43,6 43,7
17857 0 46,6 45,6 44,6 44,5 43,5 43,6 43,7 44,7
17858 0 46,6 45,6 44,6 44,5 43,5 43,6 43,7 44,7
17859 0 46,6 45,6 44,6 44,5 43,5 43,6 43,7 44,7
17860 0 46,6 45,6 44,6 44,5 43,5 43,6 43,7 44,7
17861 0 45,6 44,6 44,5 43,5 43,6 43,7 44,7 44,8
17862 0 45,6 44,6 44,5 43,5 43,6 43,7 44,7 44,8
17863 0 45,5 45,6 44,6 44,5 43,5 43,6 43,7 44,7
17864 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17865 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17866 0 45,3 45,4 45,5 45,6 44,6 44,5 43,5 43,6
17867 0 44,3 45,3 45,4 45,5 45,6 44,6 44,5 43,5
17868 0 44,3 45,3 45,4 45,5 45,6 44,6 44,5 43,5
17869 0 43,3 44,3 45,3 45,4 45,5 45,6 44,6 44,5
17870 0 43,3 44,3 45,3 45,4 45,5 45,6 44,6 44,5
17871 0 43,3 44,3 45,3 45,4 45,5 45,6 44,6 44,5
17872 0 43,2 43,3 44,3 45,3 45,4 45,5 45,6 44,6
17873 0 43,2 43,3 44,3 45,3 45,4 45,5 45,6 44,6
17874 0 43,3 44,3 45,3 45,4 45,5 45,6 44,6 44,5
17875 0 43,3 44,3 45,3 45,4 45,5 45,6 44,6 44,5
17876 0 44,3 45,3 45,4 45,5 45,6 44,6 44,5 43,5
17877 0 45,3 45,4 45,5 45,6 44,6 44,5 43,5 42,5
17878 0 45,4 45,5 45,6 44,6 44,5 43,5 42,5 41,5
17879 0 45,3 45,4 45,5 45,6 44,6 44,5 43,5 42,5
17880 0 46,3 45,3 45,4 45,5 45,6 44,6 44,5 43,5
17881 0 45,3 45,4 45,5 45,6 44,6 44,5 43,5 43,6
17882 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17883 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17884 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17885 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17886 0 45,5 45,6 44,6 44,5 43,5 43,6 43,7 43,8
17887 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17888 0 45,4 45,5 45,6 44,6 44,5 43,5 43,6 43,7
17889 0 45,5 45,6 44,6 44,5 43,5 43,6 43,7 44,7
17890 0 45,6 44,6 44,5 43,5 43,6 43,7 44,7 45,7
17891 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17892 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17893 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 46,6
17894 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17895 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17896 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17897 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 44,6
17898 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 44,6
17899 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 44,6
17900 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 44,6
17901 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 44,6
17902 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17903 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17904 0 44,6 44,5 43,5 43,6 43,7 44,7 45,7 45,6
17905 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 45,5
17906 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 45,5
17907 0 44,5 43,5 43,6 43,7 44,7 45,7 45,6 45,5
17908 0 43,5 43,6 43,7 44,7 45,7 45,6 45,5 44,5
17909 0 42,5 43,5 43,6 43,7 44,7 45,7 45,6 45,5
17910 0 43,5 43,6 43,7 44,7 45,7 45,6 45,5 45,4
17911 0 43,6 43,7 44,7 45,7 45,6 45,5 45,4 46,4
17912 0 43,5 43,6 43,7 44,7 45,7 45,6 45,5 45,4
17913 0 43,5 43,6 43,7 44,7 45,7 45,6 45,5 45,4
17914 0 43,5 43,6 43,7 44,7 45,7 45,6 45,5 45,4
17915 0 43,6 43,7 44,7 45,7 45,6 45,5 45,4 46,4
17916 0 44,6 43,6 43,7 44,7 45,7 45,6 45,5 45,4
17917 0 44,6 43,6 43,7 44,7 45,7 45,6 45,5 45,4
17918 0 43,6 43,7 44,7 45,7 45,6 45,5 45,4 45,3
17919 0 43,7 44,7 45,7 45,6 45,5 45,4 45,3 45,2
17920 0 42,7 43,7 44,7 45,7 45,6 45,5 45,4 45,3
17921 0 43,7 44,7 45,7 45,6 45,5 45,4 45,3 46,3
17922 0 44,7 45,7 45,6 45,5 45,4 45,3 46,3 46,2
17923 0 43,7 44,7 45,7 45,6 45,5 45,4 45,3 46,3
17924 0 44,7 45,7 45,6 45,5 45,4 45,3 46,3 46,4
17925 0 44,7 45,7 45,6 45,5 45,4 45,3 46,3 46,4
17926 0 45,7 45,6 45,5 45,4 45,3 46,3 46,4 46,5
17927 0 45,6 45,5 45,4 45,3 46,3 46,4 46,5 46,6
17928 0 45,6 45,5 45,4 45,3 46,3 46,4 46,5 46,6
17929 0 45,5 45,4 45,3 46,3 46,4 46,5 46,6 47,6
17930 0 45,5 45,4 45,3 46,3 46,4 46,5 46,6 47,6
17931 0 45,4 45,3 46,3 46,4 46,5 46,6 47,6 48,6
17932 0 44,4 45,4 45,3 46,3 46,4 46,5 46,6 47,6
17933 0 44,5 44,4 45,4 45,3 46,3 46,4 46,5 46,6
17934 0 45,5 44,5 44,4 45,4 45,3 46,3 46,4 46,5
17935 0 45,5 44,5 44,4 45,4 45,3 46,3 46,4 46,5
17936 0 44,5 44,4 45,4 45,3 46,3 46,4 46,5 46,6
17937 0 44,5 44,4 45,4 45,3 46,3 46,4 46,5 46,6
17938 0 44,5 44,4 45,4 45,3 46,3 46,4 46,5 46,6
17939 0 45,5 44,5 44,4 45,4 45,3 46,3 46,4 46,5
17940 0 45,6 45,5 44,5 44,4 45,4 45,3 46,3 46,4
17941 0 44,6 45,6 45,5 44,5 44,4 45,4 45,3 46,3
17942 0 44,6 45,6 45,5 44,5 44,4 45,4 45,3 46,3
17943 0 44,7 44,6 45,6 45,5 44,5 44,4 45,4 45,3
17944 0 43,7 44,7 44,6 45,6 45,5 44,5 44,4 45,4
17945 0 43,7 44,7 44,6 45,6 45,5 44,5 44,4 45,4
17946 0 43,8 43,7 44,7 44,6 45,6 45,5 44,5 44,4
17947 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 44,5
17948 0 42,9 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17949 0 43,9 42,9 42,8 43,8 43,7 44,7 44,6 45,6
17950 0 42,9 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17951 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 45,4
17952 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 45,4
17953 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 45,4
17954 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 45,4
17955 0 42,9 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17956 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 46,5
17957 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 46,5
17958 0 42,7 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17959 0 42,7 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17960 0 42,7 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17961 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 46,5
17962 0 42,9 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17963 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 45,4
17964 0 42,9 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17965 0 42,9 42,8 43,8 43,7 44,7 44,6 45,6 45,5
17966 0 42,8 43,8 43,7 44,7 44,6 45,6 45,5 45,4
17967 0 43,8 43,7 44,7 44,6 45,6 45,5 45,4 44,4
17968 0 43,7 44,7 44,6 45,6 45,5 45,4 44,4 44,5
17969 0 43,7 44,7 44,6 45,6 45,5 45,4 44,4 44,5
17970 0 43,7 44,7 44,6 45,6 45,5 45,4 44,4 44,5
17971 0 43,8 43,7 44,7 44,6 45,6 45,5 45,4 44,4
17972 0 43,7 44,7 44,6 45,6 45,5 45,4 44,4 44,5
17973 0 43,7 44,7 44,6 45,6 45,5 45,4 44,4 44,5
